&#160;Ст.;Код;Наименование;Группа;Поставщик;Покупатель;Отсрочка;Торговый агент;ИНН;Ан. счет;Вид цены по умолчанию;Лимит кредита (руб);Лимит кредита изм-ся вручную;Стоп-лист изм-ся вручную;Номер маршрута;Телефон;Юридический адрес;Адрес доставки;Макс. отсрочка;Время дост. контр.;Полное наименование;Код ОКПО;Код ОКОНХ;Банковские реквизиты;Директор;Гл. бух.;№ договора;Дата договора;Вышестоящая орг.;Долги на вышестоящую орг.;Email-адрес;КПП;Макс. сумма операции;БИК;Время доставки;EDI;Серия_лицензии;Номер_лицензии;Дата_выдачи;Кем_выдана;Срок_действия_лиц_с;Срок_действия_лиц_по;Рег_номер_лицензии;Степень_сложности;Работает по ЭДО
0;0;777075;Любляна;ПД Москва 6 (24);1;1;;;2310031475;201178600;;;0;0;;+7(968)861-26-31;350002, Краснодарский край, Краснодар г, Леваневского 185;125364, Москва г, Свободы ул, дом № 45,стр.1;;;"АО ""Тандер"" м-н Любляна";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md777075@magnit.ru;773345007;;40349602;;;;77РПА0014126;;;28.09.2018;27.09.2023;;;Нет
0;0;774839;Людвигия;ПД Москва 6 (24);1;1;;;2310031475;201177609;;;0;0;;"+7(968)677-70-78; +79686777078";350002, Краснодарский край, Краснодар г, Леваневского 185;125475, Москва г, Дыбенко ул, дом № 28, стр. 2, подвал, 1 этаж;;;"АО ""Тандер"" м-н Людвигия";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md774839@magnit.ru;774345034;;40349602;;;;77РПА0005660;;;21.03.2013;20.03.2023;77РПА0005660;;Нет
0;0;509114;Люнет;ПД Москва 1 (6);1;1;;;2310031475;201170196;;;0;0;;+7(903)590-12-78;350002, Краснодарский край, Краснодар г, Леваневского 185;141800, Московская обл, Дмитровский р-н, Дмитров г, Профессиональная ул, дом № 106;;;"АО ""Тандер"" м-н Люнет";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md509114@magnit.ru;500745023;;40349602;;;;50РПА0012206;;;24.04.2018;20.07.2026;;;Нет
0;0;690044;Лютинский;ПД Тверь 18 направление 24•ПД Тверь Запад 24;1;1;0;;2310031475;201186485;;;0;0;;+7(906)656-43-15;350002, Краснодарский край, Краснодар г, Леваневского 185;172523, Тверская обл, Нелидово г, Первомайская ул, дом № 21, корпус 4;;;"АО ""Тандер"" м-н Лютинский";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md690044@magnit.ru;691245001;;40349602;;;;69РПА0002154;;Министерством Тверской области по обеспечению контрольных функций;16.03.2017;30.06.2026;69РПА0002154;;Нет
0;0;692823;Лютряный;Магнит•ПД Тверь Восток 6;1;1;;;2310031475;201180721;;;0;0;;+7(903)803-09-45;350002, Краснодарский край, Краснодар г, Леваневского 185;170039, Тверская обл, Тверь г, Паши Савельевой ул, дом № 46, пом. III;;;"АО ""Тандер"" м-н Лютряный";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md692823@magnit.ru;695245024;;40349602;;;;69РПА0002154;;;16.03.2017;30.06.2026;;;Нет
0;0;955096;Люфа;Магнит•ПД МК;1;1;;;2310031475;201182667;;;0;0;;+7(968)857-04-02;350002, Краснодарский край, Краснодар г, Леваневского 185;141260, Московская обл, Пушкинский р-н, Правдинский рп, Полевая ул, дом № 6-а, пом. 1;;;"АО ""Тандер"" м-н Люфа";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;mk955096@magnit.ru;503845022;;40349602;;;;;;;;;;;Нет
0;0;502784;Магас;ПД Москва 5 (24);1;1;;;2310031475;201168472;;;0;0;;+7(967)110-44-34;350002, Краснодарский край, Краснодар г, Леваневского 185;143200, Московская обл, Можайский р-н, Можайск г, Вокзальная ул, дом № уч.22Б;;;"АО ""Тандер"" м-н Магас";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md502784@magnit.ru;502845004;;40349602;;;;50РПА0012716;15.12.2016;Министерство потребительского рынка и услуг МО;14.10.2021;24.09.2026;50РПА0012716;;Нет
0;0;502390;Магби;ПД Москва 6 (24);1;1;;;2310031475;201170976;;;0;0;;+7(906)032-60-47;350002, Краснодарский край, Краснодар г, Леваневского 185;141401, Московская обл, Химки г, Мира пр-кт, дом № 7, этаж 1, помещение II;;;"АО ""Тандер"" м-н Магби";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md502390@magnit.ru;504745007;;40349602;48;;;50РПА0010684;27.11.2015;Министерством потребительского рынка и услуг МО;25.11.2019;16.12.2024;50РПА0010684;;Нет
0;0;936916;Магнетит;Магнит•ПД МК;1;1;;;2310031475;201184547;;;0;0;;+7(960)711-73-50;350002, Краснодарский край, Краснодар г, Леваневского 185;171270, Тверская обл, Конаковский р-н, Новозавидовский пгт, Транспортная ул, дом № здание 3В;;;"АО ""Тандер"" м-н Магнетит";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;mk936916@magnit.ru;694945025;;40349602;;;;;;;;;;;Нет
0;0;508878;Маджио;ПД Москва 5 (6);1;1;;;2310031475;201169500;;;0;0;;"+7(905)728-78-63; +79057287863";350002, Краснодарский край, Краснодар г, Леваневского 185;143160, Московская обл, Рузский р-н, Дорохово п, Виксне ул, дом № 18;;;"АО ""Тандер"" м-н Маджио";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md508878@magnit.ru;507545003;;40349602;48;;;50РПА0013082;18.08.2016;Министерство потребительского рынка и услуг МО;18.08.2016;17.11.2026;50РПА0013082;;Нет
0;0;690093;Макрель;ПД Тверь 18 направление 24•ПД Тверь Запад 24;1;1;;;2310031475;201186486;;;0;0;;+7(906)656-40-89;350002, Краснодарский край, Краснодар г, Леваневского 185;170024, Тверская обл, Тверь г, 50 лет Октября пр-кт, дом № 8;;;"АО ""Тандер"" м-н Макрель";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md690093@magnit.ru;695045008;;40349602;;;;69РПА0002154;23.05.2016;Министерством Тверской области по обеспечению контрольных функций;16.03.2017;30.06.2026;Макрель;;Нет
0;0;502595;Максвелл;ПД Москва 5 (24);1;1;;;2310031475;201171965;;;0;0;;+7(905)729-30-58;350002, Краснодарский край, Краснодар г, Леваневского 185;143180, Московская обл, Звенигород г, Маяковского кв-л, дом № 6;;;"АО ""Тандер"" м-н Максвелл";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md502595@magnit.ru;501545004;;40349602;48;;;50РПА0012833;26.12.2016;Министерство потребительского рынка и услуг МО;26.12.2016;14.10.2026;50РПА0012833;;Нет
0;0;771780;Малабо;ПД Москва 6 (24);1;1;;;2310031475;201177911;;;0;0;;+7(906)029-62-31;350002, Краснодарский край, Краснодар г, Леваневского 185;125481, Москва г, Фомичёвой ул, дом № 8;;;"АО ""Тандер"" м-н Малабо";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md771780@magnit.ru;773345022;;40349602;;;;77РПА0014938;20.01.2025;;20.05.2020;19.05.2025;77РПА0010945;;Нет
0;1;504082;Малатья;ТД РЦ Ногинск (Алкоголь);1;1;;;2310031475;201166920;;;0;0;;;350002, Краснодарский край, Краснодар г, Леваневского 185;141281, Московская обл, Ивантеевка г, Трудовая ул, дом № 7, №16,17,020,021;;;"АО ""Тандер"" м-н Малатья";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;;503845001;;40349602;;;;50РПА0009516;27.11.2015;Министерство потребительского рынка и услуг МО;27.11.2015;30.03.2024;50РПА0009516;;Нет
0;0;690045;Малашевский;ПД Тверь 18 направление 24•ПД Тверь Запад 24;1;1;0;;2310031475;201186487;;;0;0;;+7(906)656-40-64;350002, Краснодарский край, Краснодар г, Леваневского 185;172112, Тверская обл, Кувшиновский р-н, Кувшиново г, Пионерский б-р, дом № 7,пом.61;;;"АО ""Тандер"" м-н Малашевский";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md690045@magnit.ru;692945001;;40349602;;;;69РПА0001868;23.05.2016;Министерством Тверской области по обеспечению контрольных функций;23.05.2016;30.06.2026;69РПА0001868;;Нет
0;0;694771;Малер;ПД Тверь 18 направление 24•ПД Тверь Запад 24;1;1;;;2310031475;201186488;;;0;0;;+7(906)656-40-55;350002, Краснодарский край, Краснодар г, Леваневского 185;171166, Тверская обл, Вышний Волочек г, Ямская ул, дом № 46а;;;"АО ""Тандер"" м-н Малер";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md694771@magnit.ru;690845007;;40349602;;;;69РПА0002154;23.05.2016;Министерством Тверской области по обеспечению контрольных функций;16.03.2017;30.06.2026;69РПА0002154;;Нет
0;0;770109;Маломосковский;ПД Москва 1 (24);1;1;0;;2310031475;201169571;;;0;0;;+7(903)590-04-77;350002, Краснодарский край, Краснодар г, Леваневского 185;129626, Москва г, Маломосковская ул, дом № 31, корпус пом. I. ком №16-18 Б. пом II №20-21. 22. 24-27.1 эт;;;"АО ""Тандер"" м-н Маломосковский";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md770109@magnit.ru;771745001;;40349602;48;;;77РПА0011955;07.07.2017;Департаментом торговли и услуг г. Москвы;22.01.2016;21.01.2026;77РПА0011366;;Нет
0;1;947741;Мальорка;Магнит•ПД МК;1;1;;;2310031475;201171961;;;0;0;;;350002, Краснодарский край, Краснодар г, Леваневского 185;129336, Москва г, Анадырский проезд, дом № 63а;;;"АО ""Тандер"" м-н Мальорка";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;mk947741@moscow.magnit.ru;771645014;;40349602;48;;;;;;;;;;Нет
0;0;057842;Мамер;Магнит•ПД МК;1;1;;;2310031475;201193068;;;0;0;;+7(960)715-73-11;350002, Краснодарский край, Краснодар г, Леваневского 185;172381, Тверская обл, Ржев г, Смольная ул, дом № 43;;;"АО ""Тандер"" м-н Мамер";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;mk057842@magnit.ru;691445012;;40349602;;;;;;;;;;;Нет
0;1;774792;Манадо;ПД Москва 1 (24);1;1;;;2310031475;201171590;;;0;0;;;350002, Краснодарский край, Краснодар г, Леваневского 185;125315, Москва г, Часовая ул, дом № 28, корпус 51;;;"АО ""Тандер"" м-н Манадо";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;;774345013;;40349602;48;;;77РПА0009723;15.05.2014;Департаментом торговли и услуг г. Москвы;27.11.2015;14.05.2019;;;Нет
0;1;774841;Мангровый;ПД Москва 1 (24);1;1;;;2310031475;;;;0;0;;;350002, Краснодарский край, Краснодар г, Леваневского 185;121433, Москва г, Филёвская М. ул, дом № 28, корпус 1;;;"АО ""Тандер"" м-н Мангровый";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;;;;40349602;;;;;;;;;;;Нет
0;0;778082;Мандариновый;ПД Москва 6 (24);1;1;;;2310031475;201176947;;;0;0;;+7(909)936-79-32;350002, Краснодарский край, Краснодар г, Леваневского 185;125412, Москва г, Коровинское ш, дом № 33а;;;"АО ""Тандер"" м-н Мандариновый";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md778082@magnit.ru;774345033;;40349602;;;;77РПА0011541;09.10.2015;;09.10.2015;08.10.2026;;;Нет
0;1;508894;Манометр;ПД Москва 1 (24);1;1;;;2310031475;201172873;;;0;0;;+7(965)317-21-69;350002, Краснодарский край, Краснодар г, Леваневского 185;143090, Московская обл, Краснознаменск г, Мира пр-кт, дом № 19;;;"АО ""Тандер"" м-н Манометр";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;;500645003;;40349602;;;;50РПА0013004;13.11.2015;Министерство потребительского рынка и услуг МО;13.11.2015;12.11.2020;50РПА0013004;;Нет
0;1;774793;Манреса;ПД Москва 1 (24);1;1;;;2310031475;201167651;;;0;0;;+7(966)135-93-13;350002, Краснодарский край, Краснодар г, Леваневского 185;119415, Москва г, Ленинский пр-кт, дом № 102, эт.1, пом.1, комн.1-10;;;"АО ""Тандер"" м-н Манреса";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;;772945004;;40349602;48;;;77РПА0006217;20.09.2013;Департамент торговли и услуг г. Москвы;14.06.2019;19.09.2023;77РПА0006217;;Нет
0;0;293851;Мантанани;Магнит•ПД МК;1;1;;;2310031475;201191560;;;0;0;;+7(965)228-51-05;350002, Краснодарский край, Краснодар г, Леваневского 185;143403, Московская обл, Красногорск г, Народного Ополчения ул, дом № 1а;;;"АО ""Тандер"" м-н Мантанани";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;mk293851@magnit.ru;502445037;;40349602;;;;;;;;;;;Нет
0;1;502679;Мантенья;ПД Москва 1 (6);1;1;;;2310031475;201179801;;;0;0;;;350002, Краснодарский край, Краснодар г, Леваневского 185;141707, Московская обл, Долгопрудный г, Пацаева пр-кт, дом № 9, этаж 1, комнаты № № 14,15,16,17,18,19,20,21;;;"АО ""Тандер"" м-н Мантенья";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;;504745023;;40349602;;;;50РПА0012616;27.11.2015;Министерство потребительского рынка и услуг МО;27.11.2015;14.09.2020;50РПА0012616;;Нет
0;1;509263;Маппа;ПД Москва 1 (6);1;1;;;2310031475;;;;0;0;;;350002, Краснодарский край, Краснодар г, Леваневского 185;141290, Московская обл, Красноармейск г, Академика Янгеля ул, дом № 43;;;"АО ""Тандер"" м-н Маппа";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;;;;40349602;;;;;;;;;;;Нет
0;1;778170;Мараньян;ПД Москва 1 (6);1;1;;;2310031475;;;;0;0;;;350002, Краснодарский край, Краснодар г, Леваневского 185;127540, Москва г, Дубнинская ул, дом № 18, корпус 1;;;"АО ""Тандер"" м-н Мараньян";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;;;;40349602;;;;;;;;;;;Нет
0;1;945066;Мариетта;Магнит•ПД МК;1;1;;;2310031475;201175182;;;0;0;;+7(967)110-35-50;350002, Краснодарский край, Краснодар г, Леваневского 185;141560, Московская обл, Солнечногорский р-н, Алабушево с, Центральная ул, дом № 1, строен. 1;;;"АО ""Тандер"" м-н Мариетта";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;;504445009;;40349602;;;;;;;;;;;Нет
0;0;502989;Маринист;ТД РЦ Ногинск (Алкоголь);1;1;;;2310031475;201188213;;;0;0;;+7(906)720-21-99;350002, Краснодарский край, Краснодар г, Леваневского 185;141090, Московская обл, Королев г, Юбилейный мкр, А.И.Нестеренко ул, дом № 19;;;"АО ""Тандер"" м-н Маринист";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md502989@magnit.ru;501845028;;40349602;;;;50РПА0017609;;;09.07.2019;23.04.2024;;;Нет
0;0;502369;Мария;ПД Москва 6 (24);1;1;;;2310031475;201184255;;;0;0;;+7(966)187-06-05;350002, Краснодарский край, Краснодар г, Леваневского 185;141612, Московская обл, Клинский р-н, Клин г, Карла Маркса ул, дом № 88 А;;;"АО ""Тандер"" м-н Мария";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md502369@magnit.ru;502045004;;40349602;;;;50РПА0010027;20.11.2015;Министерство потребительского рынка и услуг МО;25.07.2019;12.08.2024;50РПА0010027;;Нет
0;1;503588;Марсар;ПД Москва 1 (24);1;1;;;2310031475;;;;0;0;;;350002, Краснодарский край, Краснодар г, Леваневского 185;143310, Московская обл, Наро-Фоминский р-н, Васильчиново д, Восточная ул;;;"АО ""Тандер"" м-н Марсар";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;;503045015;;40349602;;;;;;;;;;;Нет
0;1;048355;Марторана;Магнит•ПД МК;1;1;;;2310031475;;;;0;0;;;350002, Краснодарский край, Краснодар г, Леваневского 185;141005, Московская обл, Мытищи г;;;"АО ""Тандер"" м-н Марторана";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;;;;40349602;;;;;;;;;;;Нет
0;0;936951;Мартос;Магнит•ПД МК;1;1;;;2310031475;201174811;;;0;0;;+7(903)033-71-31;350002, Краснодарский край, Краснодар г, Леваневского 185;171210, Тверская обл, Лихославльский р-н, Лихославль г, Комсомольский пер, дом № 12,пом.1;;;"АО ""Тандер"" м-н Мартос";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;mk936951@magnit.ru;693145002;;40349602;;;;;;;;;;;Нет
0;0;502643;Масаши;ПД Москва 1 (24);1;1;;;2310031475;201179800;;;0;0;;+7(909)921-94-31;350002, Краснодарский край, Краснодар г, Леваневского 185;141880, Московская обл, Дмитровский р-н, Рогачево с, Мира ул, дом № 30;;;"АО ""Тандер"" м-н Масаши";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md502643@magnit.ru;500745013;;40349602;;;;50РПА0012296;16.09.2016;Министерством потребительского рынка и услуг МО;16.09.2016;03.08.2026;50РПА0012296;;Нет
0;0;228624;Маскота;Магнит•ПД МК;1;1;;;2310031475;201190529;;;0;0;;+7(965)226-37-09;350002, Краснодарский край, Краснодар г, Леваневского 185;143522, Московская обл, Истринский р-н, Истра г, Кострово д, Вишневая ул, дом № здание № 12А;;;"АО ""Тандер"" м-н Маскота";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;mk228624@magnit.ru;501745024;;40349602;;;;;;;;;;;Нет
0;0;935092;Массон;Магнит•ПД МК;1;1;;;2310031475;201174479;;;0;0;;+7(905)728-97-78;350002, Краснодарский край, Краснодар г, Леваневского 185;143602, Московская обл, Волоколамский р-н, Волоколамск г, Фабричная ул, дом № 10;;;"АО ""Тандер"" м-н Массон";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;mk935092@magnit.ru;500445002;;40349602;;;;;;;;;;;Нет
0;0;502681;Мастерская;ПД Москва 6 (24);1;1;;;2310031475;201184256;;;0;0;;"+7(966)037-84-30; 89660378430";350002, Краснодарский край, Краснодар г, Леваневского 185;141544, Московская обл, Солнечногорский р-н, Юрлово д, дом № 51, пом. 1;;;"АО ""Тандер"" м-н Мастерская";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md502681@magnit.ru;504445010;;40349602;;;;50РПА0012453;20.11.2015;Министерство потребительского рынка и услуг МО;20.11.2015;26.08.2026;50РПА0012453;;Нет
0;0;604355;Математизация;Магнит•ПД МК;1;1;;;2310031475;201193561;;;0;0;;+7(960)715-76-31;350002, Краснодарский край, Краснодар г, Леваневского 185;171720, Тверская обл, Весьегонск г, Станционная ул, дом № 22а;;;"АО ""Тандер"" м-н Математизация";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;mk604355@magnit.ru;691945003;;40349602;;;;;;;;;;;Нет
0;0;508785;Матросский;ПД Москва 6 (6);1;1;;;2310031475;201169474;;;0;0;;"+7(968)426-25-43; +79684262543";350002, Краснодарский край, Краснодар г, Леваневского 185;141730, Московская обл, Лобня г, Мирная ул, дом № 27, 1 этаж;;;"АО ""Тандер"" м-н Матросский";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md508785@magnit.ru;504745027;;40349602;;;;50РПА0019334;30.03.2016;Министерство потребительского рынка и услуг МО;19.10.2021;19.11.2026;50РПА0013089;;Нет
0;0;936907;Матушка;Магнит•ПД МК;1;1;;;2310031475;201186489;;;0;0;;"+7(906)656-38-97; 89040164035";350002, Краснодарский край, Краснодар г, Леваневского 185;172527, Тверская обл, Нелидово г, Матросова ул, дом № 27;;;"АО ""Тандер"" м-н Матушка";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;mk936907@magnit.ru;691245003;;40349602;;;;;;;;;;;Нет
0;1;509075;Маунт;ПД Москва 1 (24);1;1;;;2310031475;;;;0;0;;;350002, Краснодарский край, Краснодар г, Леваневского 185;141254, Московская обл, Пушкинский р-н, Пушкино г, Заветы Ильича мкр, Вокзальная ул, дом № 15;;;"АО ""Тандер"" м-н Маунт";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;;;;40349602;;;;;;;;;;;Нет
0;0;473309;Маунтин;ПД Москва 1 (24);1;1;;;2310031475;201169159;;;0;0;;+7(905)220-09-38;350002, Краснодарский край, Краснодар г, Леваневского 185;187414, Ленинградская обл, Волховский р-н, Бережки д, Песочная ул, дом № 8А;;;"АО ""Тандер"" м-н Маунтин";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md473309@magnit.ru;470245015;;40349602;;;;;;;13.10.2021;16.02.2026;;;Нет
0;0;110325;Медоро;ПД Москва 1 (24);1;1;;;2310031475;201189470;;;0;0;;+7(966)187-07-13;350002, Краснодарский край, Краснодар г, Леваневского 185;127106, Москва г, Нововладыкинский проезд, дом № 1, корп. 3;;;"АО ""Тандер"" м-н Медоро";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md110325@magnit.ru;771545052;;40349602;;;;77РПА0006215;;;14.11.2019;19.09.2023;;;Нет
0;1;804400;Межевание;Магнит•ПД Тверь Восток 24;1;1;;;2310031475;;;;0;0;;;350002, Краснодарский край, Краснодар г, Леваневского 185;Тверская обл, Тверь г;;;"АО ""Тандер"" м-н Межевание";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;;;;40349602;;;;;;;;;;;Нет
0;1;613821;Меза;Магнит•ПД Тверь Восток 24;1;1;;;2310031475;;;;0;0;;;350002, Краснодарский край, Краснодар г, Леваневского 185;Тверская обл, Тверь г;;;"АО ""Тандер"" м-н Меза";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;;;;40349602;;;;;;;;;;;Нет
0;1;947773;Мезмай;Магнит•ПД МК;1;1;;;2310031475;201173286;;;0;0;;+7(963)690-37-92;350002, Краснодарский край, Краснодар г, Леваневского 185;125310, Москва г, Новотушинский пр-д, дом № 10, корпус 2;;;"АО ""Тандер"" м-н Мезмай";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;;773345012;;40349602;;;;;;;;;;;Нет
